sequence,labels_scores,media,label,score
Watching Bill Nye the Science Guy special on climate change. One dude just leaves us 15 more years to survive. Doomed,{'media': 0.2036871612071991},0.2036871612071991,media,0.2036871612071991
Ã¢â‚¬Å“Will global warming help drive record election turnout?Ã¢â‚¬ï† by @climateprogress ,{'media': 0.008025025017559528},0.008025025017559528,media,0.008025025017559528
"Supreme Court, building on healthcare, climate change...#ButHillarysEmails",{'media': 0.004823579918593168},0.004823579918593168,media,0.004823579918593168
@NWSSeattle is this climate change or just weather?,{'media': 0.000923063256777823},0.000923063256777823,media,0.000923063256777823
#Halloween's ok but if you really wanna get scared watch @NatGeo's newÃ¢â‚¬â€¹ climate change doc with @LeoDiCaprioÃ¢â‚¬Â¦ ,{'media': 0.3094227612018585},0.3094227612018585,media,0.3094227612018585
Leo DiCaprio whining about his future kids not being able to see snow when the best way to stop climate change is to not have kids. Ã°Å¸Ëœâ€™,{'media': 0.6595614552497864},0.6595614552497864,media,0.6595614552497864
National GeographicÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube  via #thenextweb,{'media': 0.9163733124732971},0.9163733124732971,media,0.9163733124732971
Glaciers for global warming ,{'media': 0.0008558997651562095},0.0008558997651562095,media,0.0008558997651562095
"@inferillum @johnpodesta @ChadHGriffin sister, and his views on the pipelines, climate change issues is endgame for me. I can't do it.",{'media': 0.05858078971505165},0.05858078971505165,media,0.05858078971505165
A must watch documentary on global warming. ,{'media': 0.7266157865524292},0.7266157865524292,media,0.7266157865524292
In the end of October CAREC experts on climate change and sustainable energy met with Nazarbayev UniversityÃ¢â‚¬â„¢s team ,{'media': 0.004135502502322197},0.004135502502322197,media,0.004135502502322197
Highly recommend #BeforeTheFlood documentary on climate change for a truly terrifying wake up call this Halloween. ,{'media': 0.6801997423171997},0.6801997423171997,media,0.6801997423171997
Top university stole millions from taxpayers by faking global warming research  #earthfirst ,{'media': 0.04115356504917145},0.04115356504917145,media,0.04115356504917145
Amplified plant turnover in response to climate change forecast by Late Quaternary records ,{'media': 0.02635008469223976},0.02635008469223976,media,0.02635008469223976
Recent pattern of cloud cover may have masked some global warming: ThereÃ¢â‚¬â„¢s a deceptively simple number at the... ,{'media': 0.023675937205553055},0.023675937205553055,media,0.023675937205553055
Recent pattern of cloud cover may have masked some global warming: ThereÃ¢â‚¬â„¢s a deceptively simple number at the... ,{'media': 0.023675937205553055},0.023675937205553055,media,0.023675937205553055
Keynote: Modeling impacts of climate change- what are information needs? Tim Carter Finnish Env Institute #SASAS2016 ,{'media': 0.009414010681211948},0.009414010681211948,media,0.009414010681211948
Soils help to combat and adapt to climate change by playing a key role in the carbon cycle  via @FAOKnowledge,{'media': 0.0015132883563637733},0.0015132883563637733,media,0.0015132883563637733
Google:How Margaret Thatcher helped protect the world from climate change - CityMetric ,{'media': 0.04191778972744942},0.04191778972744942,media,0.04191778972744942
@andyserling That's right. Aqueduct has an indoor studio. With climate change we can expect more aberrations at Belmont in the future.,{'media': 0.025929590687155724},0.025929590687155724,media,0.025929590687155724
"@Baileytruett_yo @Tomleewalker why do people defend the leading cause of climate change, deforestation, pollution etc get over it it's meat",{'media': 0.011803538538515568},0.011803538538515568,media,0.011803538538515568
"In rare move, China criticizes Trump plan to exit climate change pact  #Politics #News",{'media': 0.21432539820671082},0.21432539820671082,media,0.21432539820671082
Leonardo DiCaprio's documentary on climate change slays! Ã°Å¸Ëœï†Ã°Å¸Ëœï†Ã°Å¸Ëœï†Ã°Å¸Å’Å½Ã¢ï†Â¤Ã¯Â¸ï† Give it a watch on YouTube!,{'media': 0.7188522815704346},0.7188522815704346,media,0.7188522815704346
"Reuters: In rare move, China criticizes Trump plan to exit climate change pact: BEIJING (Reuters...  #environment",{'media': 0.9697635769844055},0.9697635769844055,media,0.9697635769844055
"In rare move, China criticises Trump plan to exit climate change pact ",{'media': 0.02564486488699913},0.02564486488699913,media,0.02564486488699913
NatGeoÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube  by #jokoanwar via @c0nvey,{'media': 0.8765787482261658},0.8765787482261658,media,0.8765787482261658
Are we ready to take the necessary steps to reduce climate change through revolutionary energy evolution? #COP22,{'media': 0.0772990807890892},0.0772990807890892,media,0.0772990807890892
#BeforeTheFlood a documentary on climate change Ã°Å¸ï†Â³Ã°Å¸ï†Â¼Ã°Å¸ï†Â§ ,{'media': 0.5085527300834656},0.5085527300834656,media,0.5085527300834656
"Reuters: In rare move, China criticizes Trump plan to exit climate change pact  ",{'media': 0.863747239112854},0.863747239112854,media,0.863747239112854
Indian farmers fight against climate change using trees as a weapon ,{'media': 0.0004470667045097798},0.0004470667045097798,media,0.0004470667045097798
"In rare move, China criticises Donald Trump plan to exit climate change pact: Donald Trump has threatened to ... ",{'media': 0.054506443440914154},0.054506443440914154,media,0.054506443440914154
@e3f3c53fc7ae44e @EjHirschberger @RealStrategyFan #blast caused by cow farts global warming and HRCs hot lying air,{'media': 0.003479848150163889},0.003479848150163889,media,0.003479848150163889
Meet the unopposed Assembly candidate who says climate change is a good thing that hurts 'enemies on the equator'Ã¢â‚¬Â¦ ,{'media': 0.01589960977435112},0.01589960977435112,media,0.01589960977435112
Meet the unopposed Assembly candidate who says climate change is a good thing that hurts 'enemies on the equator' ,{'media': 0.013863866217434406},0.013863866217434406,media,0.013863866217434406
"Polar vortex shifting due to climate change, extending winter, study:
- 'idea...controversial'
",{'media': 0.5858062505722046},0.5858062505722046,media,0.5858062505722046
"Endangered, with climate change to blame - High Country News ",{'media': 0.0037264591082930565},0.0037264591082930565,media,0.0037264591082930565
"If you think climate change is a figment of your imagination watch this 
",{'media': 0.03967421129345894},0.03967421129345894,media,0.03967421129345894
"Indian farmers fight against climate change using trees as a weapon

",{'media': 0.0005646746722050011},0.0005646746722050011,media,0.0005646746722050011
Lisbon will likely be in the middle of a desert by 2100 if we donÃ¢â‚¬â„¢t mitigate climate change  via @qz,{'media': 0.3908418118953705},0.3908418118953705,media,0.3908418118953705
"In rare move, China criticises Trump plan to exit climate change pact: Trump has threaten...  #pakistan #business",{'media': 0.02692505717277527},0.02692505717277527,media,0.02692505717277527
Halloween costumes and race and climate change ,{'media': 0.00911859143525362},0.00911859143525362,media,0.00911859143525362
We need to educate local communities about climate change &amp; local strategies to tackle it- Mr Mungwe. @environmentza @Youth_SAIIA @CANIntl,{'media': 0.03986429423093796},0.03986429423093796,media,0.03986429423093796
"@TheRickyDavila no paying taxes, give USA away for Putin, investment from China, sexual assaults,stupid 'bout climate change'll make us sink",{'media': 0.15291756391525269},0.15291756391525269,media,0.15291756391525269
@MrBenBrown You need to watch Nat Geo's 'Before the Flood' with Leonardo DiCaprio. The most shocking and inspiring film on climate change.,{'media': 0.9223098754882812},0.9223098754882812,media,0.9223098754882812
Man has no significant effect on climate! Hence the name change from global warming hoax to climate change hoax! ,{'media': 0.006091156508773565},0.006091156508773565,media,0.006091156508773565
China on Tuesday rejected a plan by Donald Trump to back out of a global climate change pact.,{'media': 0.06262747943401337},0.06262747943401337,media,0.06262747943401337
"Rest assured, wine lovers, your favourite tipple will adapt to climate change ",{'media': 0.010594232939183712},0.010594232939183712,media,0.010594232939183712
How a rapper is tackling climate change - Deutsche Welle: Deutsche WelleHow a rapper is tackling climate chan... ,{'media': 0.8166744112968445},0.8166744112968445,media,0.8166744112968445
"In rare move, China criticizes Trump plan to exit climate change pact - CNBC ",{'media': 0.5736681222915649},0.5736681222915649,media,0.5736681222915649
Low Carbon Economy Index 2016: UK maintains its position as a climate change leader - Press room ,{'media': 0.5457592606544495},0.5457592606544495,media,0.5457592606544495
Makes a free movie to raise awareness about climate change  #9GAG,{'media': 0.8444386124610901},0.8444386124610901,media,0.8444386124610901
"In rare move, China criticizes Trump plan to exit climate change pact  via @Reuters #carbon #economy #Politics",{'media': 0.6713359355926514},0.6713359355926514,media,0.6713359355926514
Video lecture: the crisis in Syria and role of climate change ,{'media': 0.012097465805709362},0.012097465805709362,media,0.012097465805709362
Makes a free movie to raise awareness about climate change: ,{'media': 0.9603868722915649},0.9603868722915649,media,0.9603868722915649
@AstroKatie You might mention that Hilary Clinton strongly endorses science and believes climate change is real.,{'media': 0.007197790779173374},0.007197790779173374,media,0.007197790779173374
#China Briefing: China acting on climate change:  provides the full transcript of the S... ,{'media': 0.9167963862419128},0.9167963862419128,media,0.9167963862419128
Looking forward to #ssnconf16 tomorrow? Us too! Get in the climate change mood with our new newsletter MORE &gt;&gt; ,{'media': 0.0516895055770874},0.0516895055770874,media,0.0516895055770874
"Been watching #BeforeTheFlood this evening, I hope it helps inspire people to act to stop climate change - now! ",{'media': 0.8961268663406372},0.8961268663406372,media,0.8961268663406372
"In rare move, China criticizes Trump plan to exit climate change pact

China on Tuesday rejected a plan by Donald T ",{'media': 0.7575748562812805},0.7575748562812805,media,0.7575748562812805
"In rare move, China criticizes Trump plan to exit climate change pact  via @Reuters #climatechange #china",{'media': 0.9403064250946045},0.9403064250946045,media,0.9403064250946045
How a rapper is tackling climate change - Deutsche Welle   #Bluehand #NewBluehand #BluehandÃ¢â‚¬Â¦,{'media': 0.05767405405640602},0.05767405405640602,media,0.05767405405640602
#weather Cloudy feedback on global warming Ã¢â‚¬â€œ  Ã¢â‚¬â€œ   #forecast,{'media': 0.030970383435487747},0.030970383435487747,media,0.030970383435487747
@seanhannity im telling u obama is behind it cuz global warming issues. 2 in matter of weeks. We've never had thisÃ¢â‚¬Â¦ ,{'media': 0.001873029163107276},0.001873029163107276,media,0.001873029163107276
Indian farmers fight against climate change using trees as a weapon ,{'media': 0.0004470667045097798},0.0004470667045097798,media,0.0004470667045097798
"Deny climate change
'I pay my taxes' (but probably not) ",{'media': 0.01055914256721735},0.01055914256721735,media,0.01055914256721735
"In rare move, China criticizes Trump plan to exit climate change pact  via @Reuters",{'media': 0.3357333540916443},0.3357333540916443,media,0.3357333540916443
"In rare move, China criticizes Trump plan to exit climate change pact  ",{'media': 0.01120844017714262},0.01120844017714262,media,0.01120844017714262
"1st November???
Surely no such thing as #global warming ",{'media': 0.057764068245887756},0.057764068245887756,media,0.057764068245887756
What if this is the angle with which we can create a coherent response to climate change?,{'media': 0.004527410492300987},0.004527410492300987,media,0.004527410492300987
"@ThomasARoberts @JamesCarville
press. #Clinton emails. #Trump calls global warming a chinese hoax. Clinton emails. Trump praises #Putin and",{'media': 0.01272694393992424},0.01272694393992424,media,0.01272694393992424
Cartoon: If the media covered climate change the way it covers HillaryÃ¢â‚¬â„¢s email  #Voices #NeÃ¢â‚¬Â¦ ,{'media': 0.9669650793075562},0.9669650793075562,media,0.9669650793075562
Hilary should appoint Barak and Matt @MattDamonOnline to handle climate change.,{'media': 0.00868106260895729},0.00868106260895729,media,0.00868106260895729
@FlitterOnFraud @Reuters meaning the climate change pact likely has massive kickbacks for China,{'media': 0.7108374238014221},0.7108374238014221,media,0.7108374238014221
A high of 74 today the first day of November yep global warming is fake,{'media': 0.2534341812133789},0.2534341812133789,media,0.2534341812133789
"In rare move, China criticizes Trump plan to exit climate change pact",{'media': 0.029671072959899902},0.029671072959899902,media,0.029671072959899902
".@Reuters Trump doesn't believe in global warming, CHINA is even telling him he's wrong",{'media': 0.04409407824277878},0.04409407824277878,media,0.04409407824277878
I clicked to stop global warming @Care2: ,{'media': 0.09124944359064102},0.09124944359064102,media,0.09124944359064102
Cartoon: If the media covered climate change the way it covers Hillary's email ,{'media': 0.9636068344116211},0.9636068344116211,media,0.9636068344116211
"Watch Leo DiCaprio talk #climate change with Elon Musk, the Pope and the president - MarketWatch:  #environment",{'media': 0.053112201392650604},0.053112201392650604,media,0.053112201392650604
